IPC_A,IPC_B,Co-occurrence
C11D,F21V,171
A61D,G06K,171
A62B,H01B,171
G06C,G07B,171
B62D,E04D,171
A63F,G04B,171
B65B,F17D,171
E05B,E06C,171
B63G,B66C,171
A01G,B23B,171
C03B,F21Y,171
D03D,F16B,171
F23D,G01F,171
B65G,F42D,171
C08G,D21D,171
F27B,H02K,171
A24B,B03B,171
B01F,B62D,171
B29B,C21D,171
A45F,B65B,171
C09B,G09B,171
B65F,F21W,171
A23F,F16F,171
B60L,G10L,171
A47C,A47H,171
B43M,G09B,171
E04G,F16N,171
B24B,H04M,171
A23D,C09D,171
B64D,H04H,171
B30B,C12M,171
F04D,H04W,171
A47J,F23M,171
F17D,G06V,171
A23J,C13B,171
B24B,G01F,170
B22C,F01L,170
B82B,H02N,170
H02J,H05G,170
F24D,G09F,170
A63J,F21W,170
B24D,C21D,170
F21Y,G07F,170
A61N,B26B,170
B03B,B23Q,170
B03B,F27D,170
A01K,D02J,170
C01G,G01G,170
B63G,F01N,170
B29K,E04H,170
A61B,E03C,170
A61G,B05B,170
C40B,G16H,170
B63J,H02M,170
B24B,G01H,170
B21J,F42B,170
F01M,F04F,170
A63F,H03G,170
A61N,G01C,170
B26D,C12M,170
F28F,G21B,170
C22C,E04G,170
B21K,H05B,170
C02F,G02F,170
D06F,G06T,170
A01K,B25H,170
B27K,C10L,170
F15B,G06K,170
F01L,F16L,170
C08K,F01D,170
G01J,H01P,170
B29B,F24F,170
G21C,H10N,170
F02B,G06K,170
B09B,H02J,170
C04B,H01K,170
F17C,F24D,170
B62D,F01B,170
E21C,G01L,170
G01V,H02P,170
C05F,C08G,170
F21Q,H01K,170
A24B,B24B,170
B28D,F42D,170
B41B,G11B,170
A41H,F16P,170
B28B,G01D,170
D06Q,G03G,170
B23D,F01D,170
A61D,G08B,170
A22C,G01F,170
F16K,G04F,170
B65B,C10C,170
F16M,F27D,170
B31F,F16L,170
F23N,G02B,170
A23C,A61J,170
B25J,H02H,170
C01G,F25D,170
B22D,B60T,170
B68G,D06H,170
F16B,F17D,170
B60Q,C08J,170
D21F,H05K,170
A43B,G01N,170
A23G,D21H,170
B30B,B66C,170
B03C,C03C,170
B05B,F23Q,170
B66F,H04Q,170
A61F,C25B,170
F23D,F24J,170
C10L,H05B,170
B01J,H01K,170
F01B,F02P,170
B67D,G03G,170
A01M,B63C,170
F16P,G06F,170
G01M,H05H,170
B65G,F24H,170
B64G,G05F,170
E04F,G01J,170
C09C,F27D,170
B65B,H01C,170
B21F,F26B,170
A42B,H04L,170
A01M,B60G,170
B07B,B27G,170
F15B,H02S,170
B33Y,H04R,170
A61F,C08C,170
A47C,B26D,170
F41H,G06N,170
A61K,H01C,170
B29G,B30B,170
B60S,G02C,170
H01M,H03M,169
B30B,B41J,169
C10B,G21F,169
E05D,F16J,169
B21C,C08L,169
D03D,H01R,169
B23K,B31D,169
C08J,C10K,169
G03G,H02G,169
B28D,C02F,169
B05C,F01D,169
B28C,G06Q,169
B08B,F01M,169
F16H,G04F,169
C12M,G01T,169
A01P,C01F,169
F16F,G21F,169
A47G,H04Q,169
F16B,H10N,169
G21C,H04B,169
B60T,H10N,169
A63B,C01B,169
G03D,G06Q,169
B63G,F16K,169
B29K,C10N,169
B29L,C11D,169
A47G,H02K,169
B60K,G05F,169
A47G,B41J,169
B06B,B60K,169
B65G,G10L,169
A01H,C13K,169
C03C,E21B,169
B60T,E05F,169
B28B,D02G,169
F21Y,F24H,169
G04G,H01G,169
B65D,D01H,169
F02P,H02G,169
E04B,F02K,169
B26F,B41K,169
G05G,G06C,169
B30B,G08B,169
E03F,E05B,169
C10J,H05B,169
A24D,C04B,169
B27L,F15B,169
B65D,F02F,169
A63J,G11B,169
A01D,B65F,169
C14B,D04H,169
B67D,F01P,169
C30B,F16L,169
B44C,F16M,169
B09B,C10M,169
B61J,B66B,169
F15B,H01Q,169
G06C,G07C,169
G05G,H04L,169
A23N,C08B,169
B29H,H05B,169
B61B,B64D,169
F21V,F41C,169
A01G,D21J,169
F01M,G06F,169
C01G,C05C,169
C06D,C07F,169
D05B,G09F,169
A61G,G01F,169
A61M,H01S,169
C03B,C10J,169
E21B,H05H,169
B24B,F01N,169
B22D,E04F,169
A47G,G07B,169
A47L,C07C,169
B21B,B66F,169
B62B,G01V,169
B25J,E01C,169
B29B,B41J,169
C25C,G01K,169
A61M,B30B,169
B25J,H01S,169
C12F,C12M,169
C11B,C13K,169
E02F,G06G,169
B29D,F41H,169
A01N,A61H,169
B23P,G01S,169
D04B,D06F,169
B22D,B64C,169
E05C,H01L,169
C07C,H03H,169
C21D,F17D,169
B01F,B31B,169
A42B,A43C,169
B01D,D05B,169
C08K,C09H,169
A63D,B08B,169
A47L,D06P,169
B01K,C01G,169
B64C,H02H,169
A24F,H03K,169
A62C,H01G,169
B07B,F16N,169
B65F,G06N,169
B29L,G09B,169
B33Y,G05D,169
B63C,B64U,169
F02B,H04L,169
C22C,G06Q,169
A61K,E05D,169
A61K,B42F,169
B01J,B62J,169
B64D,F01K,168
A61F,C10M,168
F02K,H05H,168
F16K,G05F,168
B60P,F26B,168
B61H,F16J,168
B29L,C08B,168
D01B,D03D,168
B21D,F23R,168
B42D,H05B,168
B60N,D05C,168
A61N,B82B,168
B61L,F21Y,168
G06J,H04B,168
A23J,C09J,168
B29K,G01F,168
C25D,F01L,168
B29L,C10M,168
C10B,G01F,168
B28B,F21V,168
B82Y,F21Y,168
A47F,B60S,168
B60L,G01F,168
A01B,G09B,168
B21D,E01D,168
E04H,H02P,168
F16N,H01M,168
A01D,F01M,168
B65D,F16T,168
A23G,C09J,168
B60Q,H01F,168
B65G,F24C,168
H01B,H05G,168
B67D,F02D,168
E04D,H05K,168
B25G,B62D,168
D05B,G06Q,168
B22D,C09J,168
C07F,F01N,168
B06B,F01B,168
G03C,H05F,168
D06F,F17D,168
A62B,C01G,168
B43L,G11B,168
A47K,E01F,168
E04G,H01F,168
B44F,C23F,168
G01F,H02P,168
F03B,F16B,168
G03D,G09F,168
A45C,B62D,168
B28B,F16D,168
F24C,G01L,168
B08B,B27B,168
C12P,H01F,168
B23Q,B25G,168
D03D,D06F,168
A63J,F41H,168
A61F,F16G,168
B05B,B27K,168
B62D,G01F,168
B41N,G06K,168
B66F,E05B,168
A61C,F24H,168
A23K,F25D,168
B67B,C12Q,168
A61C,A62D,168
B22C,C09C,168
B24D,D04B,168
B01D,C23D,168
A01B,F04B,168
E21B,F23L,168
B29B,E04H,168
F04B,G09F,168
F16M,H01B,168
B05B,C05C,168
F04D,F16P,168
B29C,E06C,168
B31D,B44F,168
A45C,G01D,168
B81B,C09J,168
B65H,B67B,168
E03D,F16J,168
B60C,C04B,168
A47H,H05B,168
G03D,G06T,168
F21S,G01K,168
G05G,H02J,168
G01D,G02C,168
H01S,H05F,168
F41A,H01R,168
B26F,F26B,168
A61L,G10L,168
F21Y,G07C,168
B60P,G09B,168
F26B,H04R,168
B25F,H04W,168
A47F,G01C,168
B60N,G06N,168
C08G,C12S,168
A47F,C07D,168
B25D,B41K,168
A61L,F24V,168
G09X,H01J,168
C08F,F25B,167
C09K,G08G,167
B60R,H01P,167
B29L,F02C,167
B01J,E02F,167
F02N,F25B,167
F02C,H02N,167
B63H,E05B,167
B05C,B60C,167
C09K,F02C,167
E05B,G04G,167
G06T,G10G,167
B60R,F21L,167
F01N,F23Q,167
A01M,D21H,167
B81B,C08L,167
B01J,E01D,167
F21S,G11B,167
B41J,E05D,167
E04B,G07F,167
B07B,C08K,167
G03H,H04L,167
A46B,B01D,167
C10J,F04D,167
B41M,H01Q,167
B21B,C02F,167
B60S,H04M,167
A61J,G07D,167
B41M,C02F,167
B05B,E05C,167
B41M,B43M,167
F01K,F16M,167
A41G,F21W,167
F04B,G05F,167
A47C,B61B,167
B09B,F25B,167
H01M,H01T,167
B27K,C12P,167
B05C,G01V,167
A61B,C10M,167
C04B,G06T,167
B67D,E03F,167
C07C,F16F,167
B29B,C07F,167
B22F,G01L,167
A62D,E02B,167
B66B,F16P,167
D06C,G05B,167
A01G,B21F,167
B44C,F25C,167
B25B,F01B,167
C10C,C25C,167
B30B,G07C,167
B21L,B23D,167
B60S,E02D,167
B27K,D06P,167
B67B,G09F,167
F16M,F41H,167
A46B,H01H,167
A01B,B63G,167
B28C,B60S,167
B29L,F15B,167
B01D,E05D,167
B23K,H05G,167
B67D,H01F,167
F16B,G01H,167
E21F,F02B,167
B60G,G08B,167
C09B,F26B,167
C07H,H01J,167
C10B,F23N,167
C12C,F28D,167
A61F,F15D,167
B42F,B44C,167
A22B,B27B,167
F24B,F24J,167
A63C,B61B,167
A45D,E05B,167
C30B,G01F,167
B07B,E03F,167
B61C,G05G,167
A01N,F04B,167
B64D,F01C,167
E06B,G06T,167
H01C,H04Q,167
C14B,G01N,167
A47J,B21J,167
B29D,H01T,167
A47G,G09D,167
B60S,F28D,167
F02C,H01R,167
D05B,F16B,167
B64B,H02S,167
B62D,F22B,167
F27B,H01R,167
B21L,C21D,167
B21J,C04B,167
F16K,F25C,167
B01F,D01G,167
A23L,E04H,167
D21F,E04C,167
B60Q,B66C,167
B01D,F02N,167
A23L,G11B,167
G01N,G07B,167
F21L,H04R,167
G04F,G11C,167
B03B,C22C,167
B60L,G06G,167
A62B,C03C,167
A23P,G01G,167
B07B,E21D,167
A24F,H01H,167
B23P,G01K,167
A47K,G16H,167
A41D,H04L,167
A23P,B29K,167
B01L,G06N,167
B82Y,D21C,167
F03D,H01B,167
F24V,H01L,167
G07G,G11B,166
G04R,G08C,166
A47K,B09B,166
C04B,D06B,166
B24B,H01S,166
B23B,G03G,166
C09J,F21Y,166
B29L,G01L,166
C01C,C12P,166
B29L,F21W,166
B09B,C07H,166
B32B,B41K,166
E04C,F21Y,166
D02G,H05F,166
B32B,F01P,166
A61K,E04F,166
B65G,F21Y,166
B31B,G03G,166
B23F,B62D,166
A63H,F41C,166
C07B,F23G,166
C09D,D06F,166
B43M,B65G,166
F03B,G01C,166
C01B,F22G,166
C02F,G02C,166
A23F,C12J,166
C22F,C25B,166
B61F,B66F,166
B25B,G02C,166
A41C,A61P,166
B29D,C12M,166
B44D,G02B,166
B60R,E02B,166
B41F,F16L,166
A63C,G08B,166
B07C,D01G,166
B21D,E01C,166
C07H,C12K,166
C01B,E04C,166
C02C,G21F,166
A23L,C09F,166
A46B,F16H,166
F41H,G06Q,166
A61N,F24C,166
A63H,D01F,166
E21F,G01R,166
A61M,G11C,166
C01D,H01G,166
C12Q,D01F,166
A41B,D01G,166
B67D,F16D,166
F02M,G02B,166
A42B,B05D,166
B26B,H02N,166
B62H,G01S,166
A21C,B32B,166
B29D,F42B,166
A47H,B01D,166
A41F,D06F,166
C01F,C02C,166
E21B,F24F,166
B44D,D06C,166
A01M,E05F,166
A62C,E05G,166
B65H,D06N,166
A47L,A63C,166
C12N,G02F,166
F27B,G01L,166
C12R,C13B,166
F03B,F24D,166
E01F,G01M,166
B44C,C11C,166
A23L,B06B,166
D03D,F04B,166
F16N,G08B,166
B01F,G09B,166
C05F,D21B,166
A61F,G03C,166
A47B,A63G,166
D06F,G01J,166
C12Q,G09B,166
B08B,B60C,166
B62B,G07C,166
G08B,G21F,166
A61P,B60P,166
A44B,D01F,166
C08L,G08G,166
B65D,F24B,166
B64C,F28D,166
A61D,G06Q,166
B63C,C02F,166
B60C,G07F,166
B21C,B66D,166
B43M,C07C,166
B32B,G08G,166
B02C,F04C,165
B09B,F24H,165
C12Q,H04M,165
A61D,A62B,165
C10M,F01L,165
H02N,H10K,165
A01B,F02M,165
B29L,E01F,165
A01C,B60S,165
C10M,C12Q,165
A63F,C08L,165
B62D,C04B,165
A01P,C14C,165
B24B,C22B,165
A01H,D21H,165
B65G,C10N,165
A01P,C09B,165
A61G,B62H,165
B24B,B81C,165
F24F,G04G,165
C10J,G05B,165
B41L,B44C,165
B60W,F25D,165
A61L,B81B,165
A01P,C09C,165
B23K,B60T,165
H01S,H02G,165
B23H,B25J,165
A61F,G01T,165
G16H,H01R,165
A61J,C09B,165
B25J,B31B,165
B41K,H04L,165
C04B,D06C,165
B09B,F16J,165
B21D,E05F,165
F24H,G09F,165
A61Q,H01M,165
B23K,C12M,165
A47B,B66B,165
F21K,F42B,165
C12Q,D06P,165
B21J,B25H,165
A61Q,C09F,165
A61B,C07J,165
B44D,C23G,165
B21B,B60B,165
B23F,B23K,165
B05D,E03B,165
A61B,B43L,165
B22D,B44C,165
A01H,B65D,165
E01H,F16K,165
B29F,F16H,165
B24D,B65G,165
B65B,B66D,165
A61B,B07C,165
B65B,C06B,165
E05D,F16S,165
A23N,H02K,165
C22B,F25D,165
F02P,G01F,165
G07C,G10K,165
G04F,G05G,165
A42B,A47L,165
A01M,B60Q,165
B66D,H02H,165
E03F,F16S,165
A01C,C07H,165
A41H,D05C,165
E05C,F16K,165
F01K,F16C,165
C05F,C07F,165
A62C,C06B,165
D06H,G08B,165
B64C,F01N,165
A23L,E03C,165
B60K,E04C,165
D06H,G01J,165
D03C,H02K,165
C08K,D21B,165
F16N,G06F,165
B25H,E05D,165
A61G,B64C,165
B30B,B60P,165
F21K,G01S,165
B03C,B65H,165
C25D,F04B,165
F16F,G06T,165
C03C,H02S,165
B32B,G01P,165
A01K,B06B,165
C10B,C10M,165
B05C,F01N,165
B61B,F24F,165
B07C,B61L,165
B65B,E05B,165
